name,year_start,year_end,position,height,weight
Chucky Brown,1990.0,2002.0,F,06-07,214.0
Damone Brown,2002.0,2005.0,F,06-09,200.0
Darrell Brown,1949.0,1949.0,F,06-02,175.0
Dee Brown,1991.0,2002.0,G,06-01,160.0
Derrick Brown,2010.0,2012.0,F,06-07,225.0
Devin Brown,2003.0,2010.0,G,06-05,220.0
Ernest Brown,2002.0,2002.0,C,7-0,244.0
Fred Brown,1972.0,1984.0,G,06-03,182.0
George Brown,1958.0,1958.0,F,06-06,190.0
Gerald Brown,1999.0,1999.0,G,06-04,210.0
Harold Brown,1947.0,1947.0,G,6-0,155.0
Jabari Brown,2015.0,2015.0,G,06-04,215.0
Jaylen Brown,2017.0,2018.0,F-G,06-07,225.0
John Brown,1974.0,1980.0,F,06-07,220.0
Kedrick Brown,2002.0,2005.0,G,06-07,222.0
Kwame Brown,2002.0,2013.0,F,06-11,270.0
Larry Brown,1968.0,1972.0,G,05-09,160.0
Leon Brown,1947.0,1947.0,F,06-03,190.0
Lewis Brown,1981.0,1981.0,C,06-11,225.0
Lorenzo Brown,2014.0,2018.0,G,06-05,189.0
Marcus Brown,1997.0,2000.0,G,06-03,185.0
Markel Brown,2015.0,2016.0,G,06-03,190.0
Mike Brown,1987.0,1997.0,C-F,06-09,257.0
Myron Brown,1992.0,1992.0,G,06-03,180.0
P.J. Brown,1994.0,2008.0,F-C,06-11,225.0
Randy Brown,1992.0,2003.0,G,06-02,190.0
Raymond Brown,1990.0,1990.0,F,06-08,220.0
Rickey Brown,1981.0,1985.0,C-F,06-10,215.0
Roger Brown,1968.0,1975.0,F-G,06-05,205.0
Shannon Brown,2007.0,2015.0,G,06-04,205.0
Stan Brown,1948.0,1952.0,F,06-03,200.0
Sterling Brown,2018.0,2018.0,G,06-05,225.0
Tierre Brown,2002.0,2005.0,G,06-02,189.0
Tony Brown,1985.0,1992.0,F-G,06-06,185.0
Jim Browne,1949.0,1950.0,C,06-10,235.0
Stanley Brundy,1990.0,1990.0,F,06-06,210.0
Brian Brunkhorst,1969.0,1969.0,F,06-06,208.0
George Bruns,1973.0,1973.0,G,6-0,160.0
Rick Brunson,1998.0,2006.0,G,06-04,190.0
Nicolas Brussino,2017.0,2018.0,G-F,06-07,195.0
Em Bryant,1965.0,1972.0,G,06-01,175.0
Joe Bryant,1976.0,1983.0,F-C,06-09,185.0
Kobe Bryant,1997.0,2016.0,G-F,06-06,212.0
Mark Bryant,1989.0,2003.0,F-C,06-09,245.0
Thomas Bryant,2018.0,2018.0,C,06-10,248.0
Wallace Bryant,1984.0,1986.0,C,7-0,245.0
Torgeir Bryn,1990.0,1990.0,C,06-09,250.0
George Bucci,1976.0,1976.0,G,06-03,200.0
Joe Buckhalter,1962.0,1963.0,F,06-07,210.0
Steve Bucknall,1990.0,1990.0,G,06-06,215.0
Cleveland Buckner,1962.0,1963.0,F-C,06-09,210.0
Greg Buckner,2000.0,2009.0,G,06-04,210.0
Quinn Buckner,1977.0,1986.0,G,06-03,190.0
Dave Budd,1961.0,1965.0,F,06-06,205.0
Chase Budinger,2010.0,2016.0,F,06-07,209.0
Walt Budko,1949.0,1952.0,F-C,06-05,220.0
Jud Buechler,1991.0,2002.0,F-G,06-06,220.0
Rodney Buford,2000.0,2005.0,G-F,06-05,189.0
Matt Bullard,1991.0,2002.0,F,06-10,215.0
Reggie Bullock,2014.0,2018.0,G-F,06-07,205.0
Larry Bunce,1968.0,1969.0,C,7-0,240.0
Greg Bunch,1979.0,1979.0,F,06-06,190.0
Dick Bunt,1953.0,1953.0,G,6-0,170.0
Bill Buntin,1966.0,1966.0,C-F,06-07,250.0
Bill Bunting,1970.0,1972.0,F-C,06-08,200.0
Ticky Burden,1976.0,1978.0,G,06-02,185.0
Pat Burke,2003.0,2007.0,C-F,06-11,250.0
Trey Burke,2014.0,2017.0,G,06-01,191.0
Roger Burkman,1982.0,1982.0,G,06-05,175.0
Alec Burks,2012.0,2018.0,G,06-06,214.0
Antonio Burks,2005.0,2006.0,G,06-01,200.0
Kevin Burleson,2006.0,2006.0,G,06-03,205.0
Tom Burleson,1975.0,1981.0,C,07-02,225.0
Jack Burmaster,1950.0,1950.0,G,06-03,190.0
David Burns,1982.0,1982.0,G,06-02,180.0
Evers Burns,1994.0,1994.0,F,06-08,260.0
Jim Burns,1968.0,1968.0,G,06-03,195.0
Scott Burrell,1994.0,2001.0,G-F,06-07,218.0
Art Burris,1951.0,1952.0,F,06-05,220.0
Junior Burrough,1996.0,1996.0,F,06-08,242.0
Bob Burrow,1957.0,1958.0,C-F,06-07,228.0
Ed Burton,1962.0,1965.0,F,06-06,225.0
Willie Burton,1991.0,1999.0,F-G,06-08,210.0
Steve Burtt,1985.0,1993.0,G,06-02,185.0
Don Buse,1973.0,1985.0,G,06-04,190.0
David Bustion,1973.0,1973.0,F,06-08,215.0
Donnie Butcher,1962.0,1966.0,G,06-02,200.0
Al Butler,1962.0,1965.0,G,06-02,175.0
Caron Butler,2003.0,2016.0,F,06-07,228.0
Greg Butler,1989.0,1991.0,C,06-11,240.0
Jackie Butler,2005.0,2007.0,F-C,06-10,250.0
Jimmy Butler,2012.0,2018.0,F-G,06-08,236.0
Mike Butler,1969.0,1972.0,G,06-02,170.0
Mitchell Butler,1994.0,2004.0,G-F,06-05,210.0
Rasual Butler,2003.0,2016.0,F-G,06-07,215.0
Dwight Buycks,2014.0,2015.0,G,06-03,190.0
Derrick Byars,2012.0,2012.0,F,06-07,220.0
Andrew Bynum,2006.0,2014.0,C,7-0,285.0
Will Bynum,2006.0,2015.0,G,6-0,185.0
Walter Byrd,1970.0,1970.0,F,06-07,205.0
Marty Byrnes,1979.0,1983.0,F,06-07,215.0
Tommy Byrnes,1947.0,1951.0,F-G,06-03,175.0
Michael Bytzura,1947.0,1947.0,F,06-01,170.0
Zarko Cabarkapa,2004.0,2006.0,F,06-11,235.0
Barney Cable,1959.0,1964.0,F,06-07,175.0
Bruno Caboclo,2015.0,2018.0,F,06-09,218.0
Jason Caffey,1996.0,2003.0,F,06-08,255.0
Michael Cage,1985.0,2000.0,F-C,06-09,224.0
Gerry Calabrese,1951.0,1952.0,G,06-01,175.0
Nick Calathes,2014.0,2015.0,G,06-06,213.0
Jose Calderon,2006.0,2018.0,G,06-03,200.0
Adrian Caldwell,1990.0,1998.0,F-C,06-08,265.0
Jim Caldwell,1968.0,1969.0,C,06-10,240.0
Joe Caldwell,1965.0,1975.0,F-G,06-05,195.0
Kentavious Caldwell-Pope,2014.0,2018.0,G,06-05,205.0
Bill Calhoun,1949.0,1955.0,F-G,06-03,180.0
Corky Calhoun,1973.0,1980.0,F,06-07,210.0
Demetrius Calip,1992.0,1992.0,G,06-01,165.0
Tom Callahan,1947.0,1947.0,G,06-01,180.0
Rick Calloway,1991.0,1991.0,F,06-06,180.0
Ernie Calverley,1947.0,1949.0,G,05-10,145.0
Mack Calvin,1970.0,1981.0,G,6-0,165.0
Dexter Cambridge,1993.0,1993.0,F,06-07,224.0
Marcus Camby,1997.0,2013.0,C-F,06-11,220.0
Elden Campbell,1991.0,2005.0,C,06-11,215.0
Tony Campbell,1985.0,1995.0,F-G,06-07,215.0
Isaiah Canaan,2014.0,2018.0,G,6-0,201.0
Larry Cannon,1970.0,1974.0,G,06-04,195.0
Clint Capela,2015.0,2018.0,C,06-10,240.0
Derrick Caracter,2011.0,2011.0,F,06-09,275.0
Frank Card,1969.0,1973.0,F,06-07,195.0
Brian Cardinal,2001.0,2012.0,F,06-08,245.0
Howie Carl,1962.0,1962.0,G,05-09,160.0
Chet Carlisle,1947.0,1947.0,F-C,06-05,195.0
Geno Carlisle,2005.0,2005.0,G,06-03,180.0
Rick Carlisle,1985.0,1990.0,G,06-05,210.0
Don Carlos,1969.0,1969.0,G-F,06-05,210.0
Al Carlson,1976.0,1976.0,C,06-11,235.0
Don Carlson,1947.0,1951.0,G-F,6-0,170.0
Bob Carney,1955.0,1955.0,G,06-03,170.0
Rodney Carney,2007.0,2011.0,F,06-07,205.0
Bob Carpenter,1950.0,1951.0,F-C,06-05,200.0
Antoine Carr,1985.0,2000.0,F-C,06-09,225.0
Austin Carr,1972.0,1981.0,G,06-04,200.0
Chris Carr,1996.0,2001.0,G,06-05,207.0
Cory Carr,1999.0,1999.0,G,06-03,210.0
Kenny Carr,1978.0,1987.0,F,06-07,220.0
M.L. Carr,1976.0,1985.0,F-G,06-06,205.0
Darel Carrier,1968.0,1973.0,G,06-03,185.0
Bob Carrington,1978.0,1980.0,G-F,06-06,195.0
DeMarre Carroll,2010.0,2018.0,F,06-08,215.0
Joe Barry Carroll,1981.0,1991.0,C-F,7-0,225.0
Matt Carroll,2004.0,2013.0,G,06-06,212.0
Jimmy Carruth,1997.0,1997.0,C-F,06-10,265.0
Anthony Carter,2000.0,2012.0,G,06-01,190.0
Butch Carter,1981.0,1986.0,G,06-05,180.0
Fred Carter,1970.0,1977.0,G-F,06-03,185.0
George Carter,1968.0,1976.0,F-G,06-04,210.0
Howard Carter,1984.0,1985.0,G,06-05,215.0
Jake Carter,1950.0,1950.0,F-C,06-04,195.0
Maurice Carter,2004.0,2004.0,G,06-05,210.0
Reggie Carter,1981.0,1982.0,G,06-03,175.0
Ron Carter,1979.0,1980.0,G,06-05,190.0
Vince Carter,1999.0,2018.0,G-F,06-06,220.0
Michael Carter-Williams,2014.0,2018.0,G,06-06,190.0
Bill Cartwright,1980.0,1995.0,C,07-01,245.0
Jay Carty,1969.0,1969.0,F,06-08,220.0
Alex Caruso,2018.0,2018.0,G,06-05,186.0
Cornelius Cash,1977.0,1977.0,F,06-08,215.0
Sam Cash,1973.0,1973.0,F,06-08,230.0
Sam Cassell,1994.0,2008.0,G,06-03,185.0
Omri Casspi,2010.0,2018.0,F,06-09,225.0
Harvey Catchings,1975.0,1985.0,C-F,06-09,218.0
Terry Catledge,1986.0,1993.0,F,06-08,220.0
Sid Catlett,1972.0,1972.0,F,06-06,230.0
Kelvin Cato,1998.0,2007.0,C,06-11,255.0
Bobby Cattage,1982.0,1986.0,F,06-09,250.0
Willie Cauley-Stein,2016.0,2018.0,F-C,7-0,240.0
Duane Causwell,1991.0,2001.0,C,7-0,240.0
Tyler Cavanaugh,2018.0,2018.0,F,06-09,239.0
Ron Cavenall,1985.0,1989.0,C,07-01,230.0
Cedric Ceballos,1991.0,2001.0,F,06-06,190.0
John Celestand,2000.0,2000.0,G,06-04,178.0
Al Cervi,1950.0,1953.0,G-F,05-11,170.0
Lionel Chalmers,2005.0,2005.0,G,6-0,180.0
Mario Chalmers,2009.0,2018.0,G,06-02,190.0
Bill Chamberlain,1973.0,1974.0,F,06-06,188.0
Wilt Chamberlain,1960.0,1973.0,C,07-01,275.0
Jerry Chambers,1967.0,1974.0,F,06-05,185.0
Tom Chambers,1982.0,1998.0,F-C,06-10,220.0
Mike Champion,1989.0,1989.0,F,06-10,230.0
Tyson Chandler,2002.0,2018.0,C,07-01,240.0
Wilson Chandler,2008.0,2018.0,F,06-08,225.0
Don Chaney,1969.0,1980.0,G,06-05,210.0
John Chaney,1950.0,1950.0,F-C,06-03,185.0
Rex Chapman,1989.0,2000.0,G,06-04,185.0
Wayne Chapman,1969.0,1972.0,G-F,06-06,190.0
Len Chappell,1963.0,1972.0,F-C,06-08,240.0
Ken Charles,1974.0,1978.0,G,06-03,180.0
Lorenzo Charles,1986.0,1986.0,F,06-07,225.0
Calbert Cheaney,1994.0,2006.0,G-F,06-07,209.0
Maurice Cheeks,1979.0,1993.0,G,06-01,180.0
Phil Chenier,1972.0,1981.0,G,06-03,180.0
Will Cherry,2015.0,2015.0,G,6-0,185.0
Derrick Chievous,1989.0,1991.0,F,06-07,195.0
Pete Chilcutt,1992.0,2000.0,F-C,06-10,230.0
Josh Childress,2005.0,2014.0,G-F,06-08,210.0
Randolph Childress,1996.0,1997.0,G,06-02,188.0
Chris Childs,1995.0,2003.0,G,06-03,195.0
Leroy Chollet,1950.0,1951.0,F,06-02,190.0
Jim Chones,1973.0,1982.0,C-F,06-11,220.0
Marquese Chriss,2017.0,2018.0,F,06-10,233.0
Fred Christ,1955.0,1955.0,G,06-04,210.0
Cal Christensen,1951.0,1955.0,F-C,06-05,210.0
Bob Christian,1970.0,1974.0,C,06-10,255.0
Doug Christie,1993.0,2007.0,G-F,06-06,200.0
Dionte Christmas,2014.0,2014.0,G,06-05,205.0
Rakeem Christmas,2016.0,2017.0,F,06-09,250.0
Semaj Christon,2017.0,2017.0,G,06-03,190.0
Patrick Christopher,2015.0,2015.0,G-F,06-05,209.0
Stephen Chubin,1968.0,1970.0,G,06-02,200.0
Robert Churchwell,1996.0,1996.0,G-F,06-06,195.0
Archie Clark,1967.0,1976.0,G,06-02,175.0
Carlos Clark,1984.0,1985.0,G,06-04,210.0
Earl Clark,2010.0,2015.0,F,06-10,225.0
Ian Clark,2014.0,2018.0,G,06-03,175.0
Keon Clark,1999.0,2004.0,F-C,06-11,220.0
Richard Clark,1968.0,1969.0,G,06-04,190.0
Coty Clarke,2016.0,2016.0,F,06-07,232.0
Jordan Clarkson,2015.0,2018.0,G,06-05,194.0
Gian Clavell,2018.0,2018.0,G,06-04,185.0
Victor Claver,2013.0,2015.0,F,06-09,224.0
John Clawson,1969.0,1969.0,F,06-04,200.0
Charles Claxton,1996.0,1996.0,C,7-0,265.0
Speedy Claxton,2002.0,2009.0,G,05-11,166.0
Jim Cleamons,1972.0,1980.0,G,06-03,185.0
Mateen Cleaves,2001.0,2006.0,G,06-02,205.0
Barry Clemens,1966.0,1976.0,F,06-06,210.0
Antonius Cleveland,2018.0,2018.0,G,06-06,195.0
Nat Clifton,1951.0,1958.0,C-F,06-06,220.0
Bill Closs,1950.0,1952.0,F-C,06-05,195.0
Keith Closs,1998.0,2000.0,C,07-03,212.0
Paul Cloyd,1950.0,1950.0,G-F,06-02,180.0
Bob Cluggish,1947.0,1947.0,C,06-10,235.0
Ben Clyde,1975.0,1975.0,F,06-07,198.0
Richard Coffey,1991.0,1991.0,F,06-06,212.0
Fred Cofield,1986.0,1987.0,G,06-03,190.0
John Coker,1996.0,2001.0,C,7-0,253.0
Norris Cole,2012.0,2017.0,G,06-02,175.0
Ben Coleman,1987.0,1994.0,F,06-09,235.0
Derrick Coleman,1991.0,2005.0,F,06-10,230.0
E.C. Coleman,1974.0,1979.0,F,06-08,225.0
Jack Coleman,1950.0,1958.0,F-C,06-07,195.0
Norris Coleman,1988.0,1988.0,F,06-08,210.0
Bimbo Coles,1991.0,2004.0,G,06-01,180.0
Jason Collier,2001.0,2005.0,C,7-0,260.0
Art Collins,1981.0,1981.0,G,06-04,185.0
Don Collins,1981.0,1987.0,F-G,06-06,190.0
Doug Collins,1974.0,1981.0,G-F,06-06,180.0
James Collins,1998.0,1998.0,G,06-04,196.0
Jarron Collins,2002.0,2011.0,F-C,06-11,255.0
Jason Collins,2002.0,2014.0,C,7-0,255.0
Jimmy Collins,1971.0,1972.0,G,06-02,175.0
John Collins,2018.0,2018.0,F,06-10,235.0
Mardy Collins,2007.0,2010.0,G,06-06,220.0
Sherron Collins,2011.0,2011.0,G,05-11,205.0
Zach Collins,2018.0,2018.0,C-F,7-0,232.0
Kyle Collinsworth,2018.0,2018.0,G-F,06-06,210.0
Darren Collison,2010.0,2018.0,G,6-0,175.0
Nick Collison,2005.0,2018.0,F,06-10,255.0
Joe Colone,1949.0,1949.0,F,06-05,210.0
Sean Colson,2001.0,2001.0,G,6-0,175.0
Steve Colter,1985.0,1995.0,G,06-03,165.0
Glen Combs,1969.0,1975.0,G,06-02,185.0
Leroy Combs,1984.0,1984.0,F,06-08,210.0
John Comeaux,1968.0,1968.0,F,06-05,193.0
Dallas Comegys,1988.0,1989.0,F,06-09,205.0
Larry Comley,1964.0,1964.0,G,06-05,210.0
Jeffrey Congdon,1968.0,1972.0,G,06-01,180.0
Gene Conley,1953.0,1964.0,C-F,06-08,225.0
Larry Conley,1968.0,1968.0,G,06-03,175.0
Mike Conley,2008.0,2018.0,G,06-01,175.0
Ed Conlin,1956.0,1962.0,F-G,06-05,200.0
Marty Conlon,1992.0,2000.0,F-C,06-10,224.0
Pat Connaughton,2016.0,2018.0,G,06-05,206.0
Jimmy Conner,1976.0,1976.0,G,06-04,190.0
Lester Conner,1983.0,1995.0,G,06-04,180.0
Chuck Connors,1947.0,1948.0,F-C,06-05,190.0
Will Conroy,2007.0,2013.0,G,06-02,195.0
Anthony Cook,1991.0,1996.0,F-C,06-09,205.0
Bert Cook,1955.0,1955.0,G-F,06-03,185.0
Bobby Cook,1950.0,1950.0,G-F,05-10,155.0
Brian Cook,2004.0,2012.0,F,06-09,234.0
Daequan Cook,2008.0,2013.0,G,06-05,205.0
Darwin Cook,1981.0,1989.0,G,06-03,184.0
Jeff Cook,1980.0,1988.0,F-C,06-10,215.0
Norm Cook,1977.0,1978.0,F,06-08,210.0
Omar Cook,2004.0,2005.0,G,06-01,190.0
Quinn Cook,2017.0,2018.0,G,06-02,184.0
Charles Cooke,2018.0,2018.0,G,06-05,196.0
David Cooke,1986.0,1986.0,F,06-08,230.0
Joe Cooke,1971.0,1971.0,G,06-03,175.0
Jack Cooley,2015.0,2018.0,F-C,06-09,260.0
Chuck Cooper,1951.0,1956.0,F,06-05,210.0
Duane Cooper,1993.0,1994.0,G,06-01,185.0
Joe Cooper,1982.0,1985.0,C-F,06-10,230.0
Michael Cooper,1979.0,1990.0,G-F,06-05,170.0
Wayne Cooper,1979.0,1992.0,C-F,06-10,220.0
Tom Copa,1992.0,1992.0,C,06-10,275.0
Chris Copeland,2013.0,2016.0,F,06-09,239.0
Hollis Copeland,1980.0,1982.0,F,06-06,180.0
Lanard Copeland,1990.0,1992.0,G,06-06,190.0
Tyrone Corbin,1986.0,2001.0,G-F,06-06,210.0
Chris Corchiani,1992.0,1994.0,G,6-0,185.0
Ken Corley,1947.0,1947.0,C,06-05,210.0
Ray Corley,1950.0,1953.0,G,6-0,180.0
Dave Corzine,1979.0,1991.0,C,06-11,250.0
Larry Costello,1955.0,1968.0,G,06-01,186.0
Matt Costello,2018.0,2018.0,F,06-09,245.0
Bryce Cotton,2015.0,2016.0,G,06-01,165.0
Jack Cotton,1950.0,1950.0,F-C,06-07,200.0
James Cotton,1998.0,1999.0,G,06-05,220.0
John Coughran,1980.0,1980.0,F,06-07,225.0
Mel Counts,1965.0,1976.0,C-F,7-0,230.0
Steve Courtin,1965.0,1965.0,G,06-01,188.0
Joe Courtney,1993.0,1997.0,F,06-08,235.0
Marcus Cousin,2011.0,2011.0,C,06-11,245.0
DeMarcus Cousins,2011.0,2018.0,C-F,06-11,270.0
Bob Cousy,1951.0,1970.0,G,06-01,175.0
Robert Covington,2014.0,2018.0,F,06-09,215.0
Dave Cowens,1971.0,1983.0,C-F,06-09,230.0
Chubby Cox,1983.0,1983.0,G,06-02,180.0
Johnny Cox,1963.0,1963.0,G,06-04,180.0
Wesley Cox,1978.0,1979.0,F,06-06,215.0
Allen Crabbe,2014.0,2018.0,G-F,06-06,210.0
Torrey Craig,2018.0,2018.0,G-F,06-06,215.0
Chris Crawford,1998.0,2004.0,F,06-09,235.0
Freddie Crawford,1967.0,1971.0,G-F,06-04,189.0
Jamal Crawford,2001.0,2018.0,G,06-05,200.0
Joe Crawford,2009.0,2009.0,F,06-05,210.0
Jordan Crawford,2011.0,2018.0,G,06-04,195.0
Jim Creighton,1976.0,1976.0,F,06-08,200.0
Ron Crevier,1986.0,1986.0,C,7-0,235.0
Hal Crisler,1947.0,1947.0,F,06-03,215.0
Joe Crispin,2002.0,2002.0,G,6-0,185.0
Charlie Criss,1978.0,1985.0,G,05-08,165.0
Russell Critchfield,1969.0,1969.0,G,05-10,150.0
Winston Crite,1988.0,1989.0,F,06-07,233.0
Javaris Crittenton,2008.0,2009.0,G,06-05,200.0
Dillard Crocker,1949.0,1953.0,F-G,06-04,205.0
Bobby Croft,1971.0,1971.0,C,06-10,200.0
Geoff Crompton,1979.0,1984.0,C,06-11,280.0
Terry Crosby,1980.0,1980.0,G,06-04,195.0
Austin Croshere,1998.0,2009.0,F,06-09,235.0
Jeff Cross,1986.0,1986.0,F,06-10,240.0
Pete Cross,1971.0,1973.0,C-F,06-09,230.0
Russell Cross,1984.0,1984.0,C,06-10,215.0
Chink Crossin,1948.0,1950.0,G,06-01,165.0
John Crotty,1993.0,2003.0,G,06-01,185.0
Bill Crow,1968.0,1968.0,G,06-01,180.0
Mark Crow,1978.0,1978.0,F,06-07,210.0
Corey Crowder,1992.0,1995.0,G-F,06-05,214.0
Jae Crowder,2013.0,2018.0,F,06-06,235.0
Al Cueto,1970.0,1971.0,C-F,06-07,230.0
Pat Cummings,1980.0,1991.0,F-C,06-09,230.0
Terry Cummings,1983.0,2000.0,F,06-09,220.0
Vonteego Cummings,2000.0,2002.0,G,06-03,185.0
Billy Cunningham,1966.0,1976.0,F-C,06-06,210.0
Dante Cunningham,2010.0,2018.0,F,06-08,230.0
Dick Cunningham,1969.0,1975.0,C,06-10,245.0
Jared Cunningham,2013.0,2016.0,G,06-04,195.0
William Cunningham,1998.0,1999.0,C,06-11,250.0
Radisav Curcic,1993.0,1993.0,C,06-10,275.0
Armand Cure,1947.0,1947.0,F,6-0,198.0
Earl Cureton,1981.0,1997.0,F-C,06-09,210.0
Bill Curley,1995.0,2001.0,F,06-09,220.0
Fran Curran,1949.0,1950.0,G,6-0,175.0
Dell Curry,1987.0,2002.0,G,06-04,190.0
Eddy Curry,2002.0,2013.0,C,7-0,295.0
JamesOn Curry,2010.0,2010.0,G,06-03,190.0
Michael Curry,1994.0,2005.0,F-G,06-05,210.0
Seth Curry,2014.0,2017.0,G,06-02,185.0
Stephen Curry,2010.0,2018.0,G,06-03,190.0
Rastko Cvetkovic,1996.0,1996.0,C,07-01,260.0
Mike D'Antoni,1974.0,1977.0,G,06-03,185.0
Mike Dabich,1968.0,1968.0,C,7-0,242.0
Ed Dahler,1952.0,1952.0,F,06-05,190.0
Quintin Dailey,1983.0,1992.0,G,06-03,180.0
Samuel Dalembert,2002.0,2015.0,C,06-11,255.0
Howie Dallmar,1947.0,1949.0,F,06-04,200.0
Erick Dampier,1997.0,2012.0,C,06-11,265.0
Louie Dampier,1968.0,1979.0,G,6-0,170.0
Bob Dandridge,1970.0,1982.0,F-G,06-06,195.0
Antonio Daniels,1998.0,2011.0,G,06-04,195.0
Erik Daniels,2005.0,2005.0,F,06-08,214.0
Lloyd Daniels,1993.0,1998.0,G,06-07,205.0
Marquis Daniels,2004.0,2013.0,G-F,06-06,200.0
Mel Daniels,1968.0,1977.0,C,06-09,220.0
Troy Daniels,2014.0,2018.0,G,06-04,205.0
Sasha Danilovic,1996.0,1997.0,G,06-05,200.0
Adrian Dantley,1977.0,1991.0,F-G,06-05,208.0
Pete Darcey,1953.0,1953.0,C,06-07,217.0
Jimmy Darden,1950.0,1950.0,G,06-01,170.0
Ollie Darden,1968.0,1970.0,F-C,06-07,235.0
Yinka Dare,1995.0,1998.0,C,7-0,265.0
Jesse Dark,1975.0,1975.0,G,06-05,210.0
Rick Darnell,1976.0,1976.0,C-F,06-10,215.0
Jimmy Darrow,1962.0,1962.0,G,05-10,170.0
Luigi Datome,2014.0,2015.0,F,06-08,215.0
Brad Daugherty,1987.0,1994.0,C,7-0,245.0
Mack Daughtry,1971.0,1971.0,G,06-03,175.0
Kornel David,1999.0,2001.0,F,06-09,235.0
Jermareo Davidson,2008.0,2009.0,F,06-10,230.0
Bob Davies,1949.0,1955.0,G-F,06-01,175.0
Brandon Davies,2014.0,2015.0,F,06-10,240.0
Anthony Davis,2013.0,2018.0,F-C,06-10,253.0
Antonio Davis,1994.0,2006.0,F-C,06-09,215.0
Aubrey Davis,1947.0,1947.0,G-F,06-02,175.0
Baron Davis,2000.0,2012.0,G,06-03,209.0
Ben Davis,1997.0,2000.0,F,06-09,240.0
Bill Davis,1947.0,1947.0,F,06-03,215.0
Bob Davis,1973.0,1973.0,F,06-07,215.0
Brad Davis,1978.0,1992.0,G,06-03,180.0
Brian Davis,1994.0,1994.0,F-G,06-07,200.0
Charles Davis,1982.0,1990.0,F,06-07,215.0
Charlie Davis,1972.0,1974.0,G,06-02,160.0
Dale Davis,1992.0,2007.0,F-C,06-11,230.0
Deyonta Davis,2017.0,2018.0,F-C,06-11,237.0
Dwight Davis,1973.0,1977.0,F,06-08,220.0
Ed Davis,2011.0,2018.0,F,06-10,240.0
Emanual Davis,1997.0,2003.0,G,06-04,195.0
Glen Davis,2008.0,2015.0,F-C,06-09,289.0
Harry Davis,1979.0,1980.0,F,06-07,220.0
Hubert Davis,1993.0,2004.0,G,06-05,183.0
Jim Davis,1968.0,1975.0,C-F,06-09,225.0
Johnny Davis,1977.0,1986.0,G,06-02,170.0
Josh Davis,2004.0,2012.0,F,06-08,235.0
Lee Davis,1969.0,1976.0,C-F,06-08,235.0
Mark Davis,1989.0,1989.0,F-G,06-06,195.0
Mel Davis,1974.0,1977.0,F,06-06,220.0
Mickey Davis,1972.0,1977.0,F-G,06-07,195.0
Mike Davis,1970.0,1973.0,G,06-03,185.0
Monti Davis,1981.0,1981.0,F,06-07,205.0
Paul Davis,2007.0,2010.0,C,06-11,270.0
Ralph Davis,1961.0,1962.0,G,06-04,180.0
Red Davis,1956.0,1956.0,C,06-07,220.0
Ricky Davis,1999.0,2010.0,G,06-06,195.0
Ron Davis,1977.0,1982.0,G-F,06-06,198.0
Terry Davis,1990.0,2001.0,F-C,06-09,225.0
Walt Davis,1954.0,1958.0,C-F,06-08,205.0
Walter Davis,1978.0,1992.0,G-F,06-06,193.0
Warren Davis,1968.0,1973.0,F-C,06-06,212.0
Willie Davis,1971.0,1971.0,C,06-08,234.0
Andre Dawkins,2015.0,2015.0,G,06-05,215.0
Darryl Dawkins,1976.0,1989.0,C,06-11,251.0
Johnny Dawkins,1987.0,1995.0,G,06-02,165.0
Paul Dawkins,1980.0,1980.0,F,06-05,190.0
Branden Dawson,2016.0,2016.0,F,06-06,225.0
Eric Dawson,2012.0,2012.0,F,06-09,250.0
Jimmy Dawson,1968.0,1968.0,G,6-0,175.0
Tony Dawson,1991.0,1995.0,F,06-07,215.0
Todd Day,1993.0,2001.0,G-F,06-06,188.0
Austin Daye,2010.0,2015.0,F,06-11,220.0
Darren Daye,1984.0,1988.0,F-G,06-08,220.0
Nando De Colo,2013.0,2014.0,G,06-05,200.0
Greg Deane,1980.0,1980.0,G,06-04,190.0
Billy DeAngelis,1971.0,1971.0,G,06-01,180.0
Dave DeBusschere,1963.0,1974.0,F-G,06-06,220.0
Andrew DeClercq,1996.0,2005.0,F-C,06-10,230.0
Dewayne Dedmon,2014.0,2018.0,C,7-0,245.0
Don Dee,1969.0,1969.0,F,06-08,210.0
Archie Dees,1959.0,1962.0,F-C,06-08,205.0
Terry Dehere,1994.0,1999.0,G,06-02,190.0
Red Dehnert,1947.0,1947.0,F,06-03,175.0
Bryce Dejean-Jones,2016.0,2016.0,G,06-06,209.0
Sam Dekker,2016.0,2018.0,F,06-09,230.0
Vinny Del Negro,1989.0,2002.0,G,06-04,185.0
Malcolm Delaney,2017.0,2018.0,G,06-03,190.0
Bison Dele,1992.0,1999.0,F-C,06-09,235.0
Carlos Delfino,2005.0,2013.0,G,06-06,230.0
Tony Delk,1997.0,2006.0,G,06-01,189.0
Matthew Dellavedova,2014.0,2018.0,G,06-04,198.0
Nate DeLong,1952.0,1952.0,C,06-06,220.0
Fennis Dembo,1989.0,1989.0,F,06-05,215.0
Larry Demic,1980.0,1982.0,F-C,06-09,225.0
Dell Demps,1994.0,1997.0,G,06-03,205.0
George Dempsey,1955.0,1959.0,G,06-02,190.0
Luol Deng,2005.0,2018.0,F,06-09,220.0
Kenny Dennard,1982.0,1984.0,F,06-08,220.0
